"Beta","Gamma","Rho","N","S0","I0","R0","loglik","loglik.se"
4.29387643978644,0.532914645089991,0.152266352431426,200,199,1,0,-23.7406447976756,0.0143351130221899
4.43250155406491,0.543632339350745,0.15116022447706,200,199,1,0,-23.7438881692223,0.0232060891769916
4.48913641449757,0.52486707396841,0.148217296829007,200,199,1,0,-23.7492857565495,0.0209366719113819
4.4712220872825,0.527673380129379,0.148587201970881,200,199,1,0,-23.7512139857639,0.0153615720066046
4.4109493163736,0.534853907172429,0.151811466627369,200,199,1,0,-23.7521783521134,0.0204699970790883
4.50035654580987,0.533237229827275,0.151693751743908,200,199,1,0,-23.758447321699,0.0179757435052926
4.44175601534103,0.531408829614591,0.14949538904276,200,199,1,0,-23.7637463426325,0.021053427688811
4.54437567370055,0.524574678623242,0.146437882449664,200,199,1,0,-23.7784524186212,0.0169936133935982
4.34887056758398,0.550190875281238,0.148141285519597,200,199,1,0,-23.7816703389464,0.0276743204040845
4.49248155946097,0.523660821489223,0.149605299037124,200,199,1,0,-23.8061939802334,0.0204547758573056
4.14767935324119,0.564531179752259,0.150996891320059,200,199,1,0,-23.8284126960231,0.0139093397093138
4.49048262011755,0.478483829849808,0.150288659104896,200,199,1,0,-23.9081496826016,0.0103797495405372
4.52515418823026,0.463984345319105,0.151286984745241,200,199,1,0,-23.9941191852391,0.0169582631821471
3.573878928529,0.779605019691184,0.153958644601324,200,199,1,0,-25.1979178178128,0.0398513848824241
3.61195793566135,0.801481720958311,0.143653363234097,200,199,1,0,-25.367953880254,0.0328442903904629
3.54549075012997,0.822631589467351,0.154189837428401,200,199,1,0,-25.4605326118202,0.040872868905673
3.42027386155395,0.977936998478185,0.163316150033799,200,199,1,0,-26.3066782806705,0.0615205072093757
3.52475907134173,1.16163242491845,0.151817156491727,200,199,1,0,-26.802374244425,0.111348992834082
3.11332633712972,1.34291556773415,0.167426750603199,200,199,1,0,-27.011036913738,0.0636201975459548
3.08598276592176,1.28084625552844,0.173178819763914,200,199,1,0,-27.0270769593924,0.0708797203284042
3.19785353571438,1.35903560714381,0.174598467389066,200,199,1,0,-27.1142243976195,0.0569979496014211
2.98006858972571,1.44080741413072,0.185861805965363,200,199,1,0,-27.3786689069311,0.0922099744318123
2.94624743835589,1.51883120298905,0.202757356032516,200,199,1,0,-27.5153242720878,0.05950964048364
2.57671348973689,1.81292004882319,0.253259138178061,200,199,1,0,-28.8337732534936,0.0736186646641981
2.53016639683549,1.90276982102268,0.272878306144511,200,199,1,0,-29.5591182523577,0.0959265998697884
1.90579040516069,1.34689851253712,0.290146515556675,200,199,1,0,-30.4995347911994,0.204033406806795
2.08637568715375,1.44056115409334,0.315130293890758,200,199,1,0,-30.6316990424133,0.229932477428384
1.77083767293402,1.57033610632241,0.336681440324044,200,199,1,0,-30.6811499359689,0.280464251252313
1.85972245930285,1.50597994770322,0.335144448922794,200,199,1,0,-31.1391287011929,0.245798915667243
5.75462178027002,0.199528111832367,0.153249267324375,200,199,1,0,-31.9876439610181,0.0257835136630843
1.81008495328955,1.6241256143814,0.388649778440887,200,199,1,0,-32.0724855781515,0.328493443431495
1.36806880634906,1.24272143531851,0.499739651718922,200,199,1,0,-32.2723441267645,0.314819881320746
1.49601448593206,1.22373220064453,0.476944709589345,200,199,1,0,-32.5345134393879,0.388354812798239
1.3864395724229,1.16640519398624,0.418657841984922,200,199,1,0,-32.7179394434284,0.407926428560583
1.22948081633607,1.13839245759246,0.558189061803608,200,199,1,0,-32.7712773081427,1.35814790844073
1.29994425329568,1.27417889539969,0.636614221190294,200,199,1,0,-32.7764934056194,0.55040227507591
1.40811879821351,1.14363936033417,0.465467998836602,200,199,1,0,-32.9041850814291,0.380283264166697
1.24505871691183,1.06733494659846,0.656443128200639,200,199,1,0,-33.2397757581655,0.582035162439296
1.41203914668289,1.06569374011341,0.532723753043406,200,199,1,0,-33.4491432822359,0.414273653607183
1.25954427062828,0.998582856854875,0.790328468905278,200,199,1,0,-33.6211969142346,0.387695497821136
1.97126581465742,1.88686552860311,0.506961269757576,200,199,1,0,-33.9091943354893,0.266441006340637
1.28112316463501,1.14755775880884,0.693409499356728,200,199,1,0,-33.9213555684547,0.451952317839373
1.38259633024047,1.13654225874936,0.468623339421708,200,199,1,0,-33.9741745499704,0.316243434748799
1.64011541912788,1.13732450923296,0.498447508059314,200,199,1,0,-34.1873371542677,0.439298079802473
1.38514808247994,1.29911692536004,0.780191485488906,200,199,1,0,-34.3238144008868,2.75057198988003
1.25689936758108,0.856332885983019,0.708721648476864,200,199,1,0,-34.4541670701001,0.383819267686892
1.18772274476386,1.08245745383394,0.671226815011147,200,199,1,0,-34.5432154656283,0.665839026510132
1.52522874731724,1.3771316661664,0.81985607157568,200,199,1,0,-34.8187068461703,0.561510968618632
1.55373776366471,1.05035825493677,0.777299452795224,200,199,1,0,-34.9488841032983,0.301393533062128
1.58319400869002,1.60057210634894,0.672563442364479,200,199,1,0,-35.0005612102079,0.46391393141951
1.37962129271021,0.920095145535701,0.91932871535812,200,199,1,0,-35.3715500104793,1.83527320033168
1.30761500300578,0.853752450063123,0.813716306143563,200,199,1,0,-35.4064135966914,0.717657874946402
1.28089637683948,1.41527613526846,0.96083335299809,200,199,1,0,-35.4214615670551,0.469247584300099
1.50663111721761,1.04805483737663,0.874014665083983,200,199,1,0,-35.6039501639928,0.570678028271038
1.73532361794788,1.35890630691343,0.695279590182563,200,199,1,0,-35.609340758223,0.280949017629406
1.0042658529991,0.741365481024738,0.657446903938766,200,199,1,0,-35.689108143762,1.14164915439426
1.52515105843431,0.926060524906181,0.711069917835299,200,199,1,0,-35.9476960260788,0.528858147610934
1.23507715162971,0.915667854280095,0.742356389355742,200,199,1,0,-35.9701629891669,0.449341771955969
1.4392454000252,0.902729648733086,0.727290003507985,200,199,1,0,-36.2004622247567,0.487195384029652
1.89121108543003,1.4697015047454,0.650241153141319,200,199,1,0,-36.2206710187793,0.25423636239495
1.29236334381724,0.766355864178429,0.686456414697254,200,199,1,0,-36.335344081043,0.963258456484973
1.12259631118983,0.96679187521006,0.493949400039029,200,199,1,0,-36.488952715387,0.584757176448649
1.22775207524801,0.986609286309059,0.904175980908482,200,199,1,0,-36.7270385982803,0.71389201061218
1.79703545013657,1.29655082349981,0.878410176860794,200,199,1,0,-36.8024068218555,1.01511766774832
1.7465322215991,1.21452765116705,0.811010580628611,200,199,1,0,-37.0107257774323,0.489135024858419
1.5995340689093,1.1469416912445,0.894232684572927,200,199,1,0,-37.3252321295711,0.415176627832102
1.42109652466616,0.856030885006781,0.967387806084197,200,199,1,0,-37.64902561557,1.53248463152631
1.68053314489458,1.4822989920862,0.883838332394472,200,199,1,0,-37.7804551353997,1.76596953701631
1.61199440194611,1.17706487156296,0.906169992918938,200,199,1,0,-37.7927863086378,0.457607605719227
1.46637812472232,1.56283766581309,0.901538098418361,200,199,1,0,-38.028147158243,2.7495556870785
1.28481549372743,1.44964236440192,0.869275226539732,200,199,1,0,-38.0824095716969,2.88183351929845
1.75373070653314,1.12988990679687,0.960122642398258,200,199,1,0,-39.6241519648865,2.85629854799246
2.39697128254477,2.4318695845103,0.722104467940691,200,199,1,0,-45.4672043602072,1.82017960180567
1.52013820054732,1.04258849864087,0.997608610507862,200,199,1,0,-45.8915709384697,3.32555729149236
1.72499457446779,1.78256152611907,0.937808231303301,200,199,1,0,-49.785162929306,18.1453118711996
2.71956783017981,1.59681126670781,0.851294534170844,200,199,1,0,-53.4385686479974,2.09998501551178
0.739657803808432,0.681185594241782,0.55398719276539,200,199,1,0,-66.4856508807765,0.588219080085487
0.737874693364177,0.800872980112352,0.815646250470976,200,199,1,0,-74.5234691107709,1.51509034620887
0.782006474134015,1.19755146150746,0.847967033280624,200,199,1,0,-78.2797385297406,18.6333003592064
22.6143122212151,0.0101992837704514,0.201683778137806,200,199,1,0,-81.892319291383,10.5534546586024
0.730196063650814,0.811124359021338,0.837015125578852,200,199,1,0,-82.6128090749372,12.5775310855816
20.7125453800755,0.00562824504398498,0.342208657003719,200,199,1,0,-93.7304839808186,0.0228853455575311
18.4773799503156,0.00362588153526218,0.542361967408263,200,199,1,0,-93.8843640661633,0.0252720976074433
0.357445049997555,0.418295275015202,0.80297684491346,200,199,1,0,-93.9179943150346,0.0509747598104042
0.358759403469661,0.434814745637614,0.813094223931598,200,199,1,0,-94.194102391985,0.0689559107590307
0.287306046026384,0.388847313208785,0.901928979577442,200,199,1,0,-94.2013831606611,0.0943031059125053
0.397643171479184,0.449159297478349,0.964642114835217,200,199,1,0,-94.2237181493899,0.0805281105163153
0.404862919497586,0.470218724321108,0.868738491340525,200,199,1,0,-94.293811659948,0.0883362242925185
0.45618922810248,0.512384770475108,0.540549070947002,200,199,1,0,-94.345292451105,0.0283629096933277
0.378514096623377,0.439757683424418,0.547123680196818,200,199,1,0,-94.3952452924888,0.0331223838906296
11.173176103815,0.00518938955045858,0.382017326319273,200,199,1,0,-94.5672688254198,0.0286133689126993
6.40590548899247,0.00247087802148403,0.802035571354247,200,199,1,0,-95.47038055436,0.0815390778296525
5.84078065503339,0.00310196409639699,0.798030176940178,200,199,1,0,-95.7527125572891,0.0525464616216876
4.13903167199904,0.0049447258806045,0.41326599639369,200,199,1,0,-95.9541452756807,0.0374560870052335
4.53937247785263,0.00207496119246678,0.990191506031934,200,199,1,0,-95.9600816034732,0.09235989568659
0.177034509850601,0.664389670907259,0.97183263912354,200,199,1,0,-97.1583128804182,0.488135447811975
0.67522911899491,0.0416043110393434,0.90079161639619,200,199,1,0,-115.757352841318,10.2582231762189
2.06203212329819,1.85250166362757,0.999808672814341,200,199,1,0,-119.181053627087,15.3090282601989
1.29088971676802,0.326012811048976,0.959974841604421,200,199,1,0,-363.856744486722,20.3077181212463
1.53044676019379,0.153909977474519,0.948642528573791,200,199,1,0,-366.322568871127,4.8847641656002
